ID,Name,Company,Category,Subcategory,Input Type,Output Type,Task Description,Cost,Ease of Use,Integration,Languages,Rating,Popularity,Accuracy ,Speed ,Training Domain,Link,Unnamed: 18
492.0,inflection pi,inflection ai,text,"personal ai, conversational chat","text, voice",empathetic conversation,"A personal AI designed to be supportive, kind, and empathetic. It focuses on having natural, helpful conversations, acting as a personal assistant, confidante, and creative partner for users.",free,1.0,"web, mobile app",english,0.9400000000000001,0.5,unknown,Fast,conversational ai,https://pi.ai/,unknown
493.0,character.ai,character.ai,text,"conversational ai, role-playing",text,role-playing chat,"A neural language model chatbot service that allows users to create and interact with ""Characters."" These characters can be based on fictional figures or original creations, enabling immersive role-playing and conversational experiences.",free,1.0,"web, mobile app",english,0.9199999999999999,0.5,unknown,Fast,"role-playing, chat",[suspicious link removed],unknown
494.0,tutorai,tutorai,text,"ai-powered learning, q&a",text (topic),educational modules,"An AI-powered learning platform that can generate educational content on any topic. Users enter a topic, and the AI creates a series of modules, lessons, and quizzes to help them learn about it.",free,1.0,web,multilingual,0.8800000000000001,0.5,85%,Fast,education,https://www.tutorai.me/,unknown
495.0,github next,github,code,experimental ai tools for developers,"code, text",varies,"A research and development initiative by GitHub that explores the future of software development with AI. It showcases experimental tools and projects, such as AI-powered pull request summaries and code brushing.",free,3.0,"web, plugin",nan,0.9199999999999999,0.5,Varies,Varies,ai in software dev,https://githubnext.com/,unknown
496.0,cursor,cursor,code,"ai-first code editor, pair programming","code, text, docs","code, edits","An AI-first code editor designed for pair programming with artificial intelligence. It is a fork of VS Code with deeply integrated AI features that can help write, edit, and debug code based on natural language and codebase context.",free,3.0,desktop app,multilingual,0.9800000000000001,0.5,92%,Fast,software development,https://cursor.sh/,unknown
497.0,devin,cognition,code,"ai software engineer, task automation",text (project goal),"codebase, deployed app","Marketed as the first AI software engineer, Devin is an autonomous agent designed to handle entire software development projects. It can write code, debug issues, and deploy applications based on a high-level project description.",unknown,4.0,web,english,0.9199999999999999,0.5,90%,Slow,software engineering,https://www.cognition-labs.com/,unknown
498.0,v0.dev,vercel,code,"generative ui, text-to-ui",text (prompt),"react code, ui component",An AI-powered tool from Vercel that generates React user interfaces from text prompts. It uses a combination of large language models and open-source components to create copy-and-paste-friendly UI code.,free,3.0,web,english,0.96,0.5,85%,Fast,frontend development,https://v0.dev/,unknown
499.0,tabnine,tabnine,code,"ai code completion, code assistant",code,code suggestions,"An AI code completion assistant that learns from your code and patterns to provide highly relevant suggestions. It supports all major programming languages and IDEs, and can be run locally or in the cloud for added privacy.",free,3.0,plugin,multilingual,0.9199999999999999,0.5,85-90%,Fast,public & private code,https://www.tabnine.com/,unknown
500.0,phind,phind,"text, code","ai search engine, code generation, technical q&a, pair programming",text (natural language query),"text (answer), code","An AI-powered search engine and pair programmer designed specifically for developers. It provides direct, synthesized answers to technical questions with code examples and citations from top online sources, helping to solve complex problems faster than traditional search.",free,3.0,"web, vs code plugin",multilingual,0.96,0.5,92%,Fast,"public code, tech docs",https://www.phind.com/,unknown
501.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
502.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
503.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
504.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
505.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
506.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
507.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
508.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
509.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
510.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
511.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
512.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
513.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
514.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
515.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
516.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
517.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
518.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
519.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
520.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
521.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
522.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
523.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
524.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
525.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
526.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
527.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
528.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
529.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
530.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
531.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
532.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
533.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
534.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
535.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
536.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
537.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
538.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
539.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
540.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
541.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
542.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
543.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
544.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
545.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
546.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
547.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
548.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
549.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
550.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
551.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
552.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
553.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
554.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
555.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
556.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
557.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
558.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
559.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
560.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
561.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
562.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
563.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
564.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
565.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
566.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
567.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
568.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
569.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
570.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
571.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
572.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
573.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
574.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
575.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
576.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
577.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
578.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
579.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
580.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
581.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
582.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
583.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
584.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
585.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
586.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
587.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
588.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
589.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
590.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
591.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
592.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
593.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
594.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
595.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
596.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
597.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
598.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
599.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
600.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
601.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
602.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
603.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
604.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
605.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
606.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
607.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
608.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
609.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
610.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
611.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
612.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
613.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
614.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
615.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
616.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
617.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
618.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
619.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
620.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
621.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
622.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
623.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
624.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
625.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
626.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
627.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
628.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
629.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
630.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
631.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
632.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
633.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
634.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
635.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
636.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
637.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
638.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
639.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
640.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
641.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
642.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
643.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
644.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
645.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
646.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
647.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
648.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
649.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
650.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
651.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
652.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
653.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
654.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
655.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
656.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
657.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
658.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
659.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
660.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
661.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
662.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
663.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
664.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
665.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
666.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
667.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
668.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
669.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
670.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
671.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
672.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
673.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
